N,P,K,temperature,humidity,ph,rainfall,rainfall_log,N_P_ratio,N_K_ratio,P_K_ratio,total_nutrients,climate_index,temp_humidity,rain_temp,label
-0.8141491615678446,-0.8226084763879682,-0.4175867509369926,0.2918267800343,-1.1091472954746424,-1.008500684768937,-0.11476295371062789,0.14612323723481876,-0.3678663383412094,-0.6128732448744075,-0.5920057751920029,-0.9867987933062863,-0.538142772749825,-0.8304731475408988,-0.008200598173166826,12
-0.5997940727614879,-0.5525110282041048,-0.3980187252419169,0.5603941408818603,-0.8397388376113504,0.6404638821394842,-0.2129476188534085,0.0411377759270891,-0.3561098292402637,-0.43972607052829765,-0.3463499747967805,-0.7623441530741497,-0.38926472635427956,-0.49391988904359196,-0.024882803670496032,12
0.23083189636314402,-0.2824135800202415,-0.4958588537172955,-0.1494786443790807,-0.0813537964398339,-0.9785957556768412,-0.4593563667339251,-0.25268755339310806,-0.13273615632229563,0.5991569755483619,0.20655673818715678,-0.3259045748449951,-0.13126230810063727,-0.1737595881175921,-0.4546405361284407,11
0.7667196183790356,0.7079437299872575,0.012909814354673354,0.10222673164997653,0.34827247816865803,-1.2432604911152907,0.19840265673286253,0.44536152994418354,-0.2629621032866171,-0.024172852097633785,-0.05234563457156018,0.6592019017293824,-0.321612851352975,0.31122258952436427,0.22734195410983116,1
0.23083189636314402,0.04770552331559153,-0.08493031412070527,-0.5072169681239778,0.48262427810429526,1.7756301563040156,2.9146738047437535,1.970931735223254,-0.2435832421312121,-0.20886317140015115,-0.33282320506017027,0.07312589667880343,-0.8143798300217194,0.055656541091163095,2.2597785857456367,20
-0.7337660032654608,-0.25240275244425664,-0.5741309564975984,0.2629247012776569,-1.0563393723871304,-0.6797068726738141,-1.215953096550224,-1.6613001833139323,-0.47623068309775235,-0.30120833105140976,0.5743157904012436,-0.8122229620146245,0.5135683084687656,-0.7954361217516616,-1.085630641051233,13
-1.108887408676585,2.6286366948502855,2.9872497200061834,-0.6826373329336819,0.8803853565926595,-0.1157111309815264,0.04183367699504962,0.3019217095794123,-0.667243358827263,-1.0980281987352898,-0.7954956496278598,2.4797784280567132,-0.2782731500320819,0.22998923934855728,-0.1873068738272436,0
-1.1892705669789687,0.7679653851392271,-0.4958588537172955,-1.1802160193980524,-2.3950309890208246,-0.8497433275228905,-0.1002079013231704,0.16118175005346436,-0.6600155894997098,-0.930309731175609,1.4937134209364604,-0.5503592150771317,-0.957710374571021,-2.146872256266704,-0.45751618460982374,9
-0.8141491615678446,0.2877921439234701,-0.6132670078877498,-0.0905392290285479,-0.1672763330075282,0.11015486842142537,-1.0949973162412985,-1.3492591969905368,-0.5581748294127677,-0.3242946209642243,1.6775929470435038,-0.6501168329580813,0.6754361847943341,-0.212136908155472,-1.0160091693572988,10
-0.5997940727614879,0.6479220748352879,0.5216784824266422,-1.1826881955411785,-2.4397202804316254,0.7671085150815534,-0.24797958896948571,0.002157594773323962,-0.5355512839389085,-0.868037501805517,-0.5405748099951456,0.32251994138117746,-0.9511125516764234,-2.175123171049061,-0.5630494590325589,3
-0.6533828449630771,0.46785710937937897,-0.5154268794123712,-1.5239192557074783,-2.1551713401200874,-0.7057997205762391,-0.5959820048085227,-0.43877845300129076,-0.5338010667945572,-0.31927586228752547,1.2362820843865998,-0.43813189496106336,-0.8496787761123342,-2.0596671121759105,-0.8866107748213943,9
2.347588398325916,-0.5525110282041048,-0.6524030592779013,-0.058763345718293405,0.5351044990818732,-0.7500598316928029,-0.2822791526236273,-0.0368371650031802,0.9371061718637621,4.884549540614582,0.5191519325691306,0.4472169637323645,-0.05373363723834759,0.3677885789469279,-0.27045839327229393,6
-0.3318502117535421,0.1977596611955156,-0.6524030592779013,1.9085033238817446,-1.8758879635274885,-1.9130971207656486,0.26473430015891153,0.5028676793779896,-0.42645615418854527,0.5558701819618344,1.898248378371956,-0.4880107039015382,-0.7210872581644705,-1.1226668841042364,0.9776926992678616,18
-0.465822142257515,0.5278787645313486,0.5999505852069451,-1.521664592234747,-2.5710574291764754,1.6309897090187477,-0.49701636813256,-0.3021052242093569,-0.497187938451612,-0.8379645715243504,-0.6282563103388201,0.384868452556771,-0.9667184630021572,-2.2964116894775506,-0.8220109821794789,3
-0.4390277561567204,0.3778246266514245,0.6390866365970965,-1.2332745736279445,-2.5748086942988513,-0.4379751421661986,-0.30583122004130425,-0.0641072771468084,-0.47595603395587427,-0.8366976409803546,-0.7011802394729791,0.3599290480865336,-0.9763972567020609,-2.2652809519387307,-0.6181084208266623,3
0.9542803210845976,-0.8526193039639529,-0.04579426273055382,0.37654533244436716,0.8366819667768066,-0.12394492720889408,-1.4500678050396887,-2.4803827510978764,0.7191585800693076,0.1497111187350552,-0.9421034504304587,0.06065619444368472,3.7429986432992686,0.896590021891329,-1.3047245719214515,15
-0.4390277561567204,2.4485717293943767,2.948113668616032,-0.7529614027367042,0.4012410187351845,-0.09659421704812758,-0.5914860688709066,-0.43234092831049165,-0.5881279941442213,-1.0111117458704604,-0.8158134269680043,2.691763366053731,-0.0156784050703787,-0.1486564968656882,-0.7094131582203218,7
-0.38543898395513126,0.25778131634748525,-0.5154268794123712,-0.3042097577388964,-0.46831855888491214,1.1998971025020837,-0.9449579720789074,-1.024554608574367,-0.4484824007476942,-0.018150341685595213,0.9676580810302233,-0.4007227882557073,0.1746339849591407,-0.5486758973961613,-0.9146743768215817,10
-0.9213267059710228,2.4785825569703612,2.889409591530805,-0.3338750162008446,0.8583874643555979,-0.7710479901159514,0.015048075005992772,0.2762039261152626,-0.6445304649211284,-1.0725482305749938,-0.8022604791554446,2.442369321351357,-0.2023672026942063,0.4453350645203873,-0.09163235649766306,0
-0.5462053005598987,-0.07233778698834774,-0.456722802327144,0.39828888020286646,0.6319176804053915,0.9387692191063935,-0.8866090542691233,-0.9124773222769474,-0.4447358209243159,-0.30653593641590543,0.3197133696376444,-0.5752986195473692,0.8250889843990771,0.7315625043007067,-0.7427123401053732,14
-0.3050558256527475,0.25778131634748525,-0.5741309564975984,0.3555380897836446,-1.7311389571049531,-2.3115077702521205,-0.10279649081855258,0.15851274791758424,-0.42832838514607297,0.252862626856142,1.3245442569179806,-0.4007227882557073,-0.7057093487767901,-1.348799760645767,0.023503573476208895,18
-0.5729996866606933,0.4978679369553638,0.5999505852069451,-1.0537485385178258,-2.3820618652298355,1.090093614041145,-0.5870136659172802,-0.4259596963178533,-0.5182171871251345,-0.8725940063935724,-0.6392890819052427,0.32251994138117746,-0.8780946863543679,-2.1203019193964363,-0.7741363565329036,3
2.213616467821943,0.07771635089157634,-0.5936989821926741,-0.34657939992107045,0.5560557257871264,0.2812984399079728,-0.5630631313010684,-0.39216402131582623,0.2979233349544519,3.7522581504827843,1.1898283093700834,0.6841413061996199,0.11219228659646799,0.20797479130599697,-0.5930987785543749,6
-0.2246726673503638,0.7679653851392271,0.5999505852069451,-1.2259796773262852,-2.4275232250463827,1.7321121171461067,-0.39588827904885965,-0.1723360598807456,-0.4695601420643897,-0.760048343068601,-0.5399941378074392,0.5968533905537889,-0.9318626303573363,-2.1735190191954428,-0.6792189340303124,3
-0.9481210920718174,0.7979762127152119,-0.5545629308025226,1.1385021102231843,-0.695718382315006,1.1241681280139253,0.35670925915874513,0.5797028343969897,-0.6134467506720749,-0.6046281413341167,1.9507853858311106,-0.4630712994313008,-0.48868682957195486,-0.12445384364558545,0.788232294199018,18
-1.2160649530797631,2.1484634536345286,3.0459537970914106,0.4750460784163804,0.510735964252359,-0.9643409892275081,-0.5820322142387518,-0.4188784907652349,-0.6768945775660675,-1.1120438792088025,-0.8733991127049417,2.267793490059695,0.33196011358776717,0.6719792352843138,-0.4222667994227336,7
-0.5462053005598987,2.2985175915144525,2.928545642920956,-0.7476398527747161,0.9610769932102272,-1.196782703985816,0.3214615697224232,0.5506406994018538,-0.5968939049489452,-1.0244240663101363,-0.8349960348171611,2.567066343702544,-0.38494514142497305,0.24269522865985102,0.010775066214752374,0
-0.6265884588622824,0.13773800604354597,-0.4762908280222198,-1.162133682810634,-2.4596189207336154,-0.9452860705898698,0.7486208064865078,0.8748775317362658,-0.49619162412102336,-0.3566154268421648,0.6360993111732101,-0.537889512842013,-1.0236701275620819,-2.1847957330311853,0.15306332943730785,9
0.17724312416155485,0.22777048877150044,-0.6524030592779013,1.0803257346997106,-0.3483800134737666,1.206849423736781,-0.7105817036771308,-0.6110949517108232,-0.3011197060261629,1.3783192601058565,1.953412236204069,-0.23861665919916414,0.26528972706565407,0.19335946781600657,-0.42811642747385614,2
0.17724312416155485,0.6479220748352879,-0.456722802327144,-0.0573079345521842,-0.48010042826361615,1.0233322240978664,-0.6049913925314092,-0.4517477835862124,-0.3740539747101282,0.41269078779101276,1.1344411160811603,0.06065619444368472,-0.13533276078992004,-0.4468699025892344,-0.5644705787127314,2
